,ID,Acronym,Name,Parent Region,Layer,Ancestors,Graph Order
896,883,PBls,"Parabrachial nucleus, lateral division, superior lateral part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, sensory related', 'Parabrachial nucleus', 'Parabrachial nucleus, lateral division']",896
897,891,PBlv,"Parabrachial nucleus, lateral division, ventral lateral part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, sensory related', 'Parabrachial nucleus', 'Parabrachial nucleus, lateral division']",897
898,890,PBm,"Parabrachial nucleus, medial division",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, sensory related', 'Parabrachial nucleus']",898
899,899,PBme,"Parabrachial nucleus, medial division, external medial part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, sensory related', 'Parabrachial nucleus', 'Parabrachial nucleus, medial division']",899
900,915,PBmm,"Parabrachial nucleus, medial division, medial medial part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, sensory related', 'Parabrachial nucleus', 'Parabrachial nucleus, medial division']",900
901,923,PBmv,"Parabrachial nucleus, medial division, ventral medial part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, sensory related', 'Parabrachial nucleus', 'Parabrachial nucleus, medial division']",901
902,398,SOC,Superior olivary complex,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, sensory related']",902
903,122,POR,"Superior olivary complex, periolivary region",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, sensory related', 'Superior olivary complex']",903
904,105,SOCm,"Superior olivary complex, medial part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, sensory related', 'Superior olivary complex']",904
905,114,SOCl,"Superior olivary complex, lateral part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, sensory related', 'Superior olivary complex']",905
906,987,P-mot,"Pons, motor related",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons']",906
907,280,B,Barrington's nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",907
908,880,DTN,Dorsal tegmental nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",908
909,283,LTN,Lateral tegmental nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",909
910,599626927,PDTg,Posterodorsal tegmental nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",910
911,898,PCG,Pontine central gray,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",911
912,931,PG,Pontine gray,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",912
913,1093,PRNc,"Pontine reticular nucleus, caudal part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",913
914,552,PRNv,"Pontine reticular nucleus, ventral part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",914
915,318,SG,Supragenual nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",915
916,462,SSN,Superior salivatory nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",916
917,534,SUT,Supratrigeminal nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",917
918,574,TRN,Tegmental reticular nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",918
919,621,V,Motor nucleus of trigeminal,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",919
920,549009215,P5,Peritrigeminal zone,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",920
921,549009219,Acs5,Accessory trigeminal nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",921
922,549009223,PC5,Parvicellular motor 5 nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",922
923,549009227,I5,Intertrigeminal nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, motor related']",923
924,1117,P-sat,"Pons, behavioral state related",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons']",924
925,679,CS,Superior central nucleus raphe,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, behavioral state related']",925
926,137,CSl,"Superior central nucleus raphe, lateral part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, behavioral state related', 'Superior central nucleus raphe']",926
927,130,CSm,"Superior central nucleus raphe, medial part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, behavioral state related', 'Superior central nucleus raphe']",927
928,147,LC,Locus ceruleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, behavioral state related']",928
929,162,LDT,Laterodorsal tegmental nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, behavioral state related']",929
930,604,NI,Nucleus incertus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, behavioral state related']",930
931,146,PRNr,Pontine reticular nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, behavioral state related']",931
932,238,RPO,Nucleus raphe pontis,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, behavioral state related']",932
933,350,SLC,Subceruleus nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, behavioral state related']",933
934,358,SLD,Sublaterodorsal nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Pons', 'Pons, behavioral state related']",934
935,354,MY,Medulla,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain']",935
936,386,MY-sen,"Medulla, sensory related",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla']",936
937,207,AP,Area postrema,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related']",937
938,607,CN,Cochlear nuclei,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related']",938
939,112,CNlam,Granular lamina of the cochlear nuclei,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related', 'Cochlear nuclei']",939
940,560,CNspg,"Cochlear nucleus, subpedunclular granular region",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related', 'Cochlear nuclei']",940
941,96,DCO,Dorsal cochlear nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related', 'Cochlear nuclei']",941
942,101,VCO,Ventral cochlear nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related', 'Cochlear nuclei']",942
943,720,DCN,Dorsal column nuclei,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related']",943
944,711,CU,Cuneate nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related', 'Dorsal column nuclei']",944
945,1039,GR,Gracile nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related', 'Dorsal column nuclei']",945
946,903,ECU,External cuneate nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related']",946
947,642,NTB,Nucleus of the trapezoid body,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related']",947
948,651,NTS,Nucleus of the solitary tract,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related']",948
949,659,NTSce,"Nucleus of the solitary tract, central part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related', 'Nucleus of the solitary tract']",949
950,666,NTSco,"Nucleus of the solitary tract, commissural part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related', 'Nucleus of the solitary tract']",950
951,674,NTSge,"Nucleus of the solitary tract, gelatinous part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related', 'Nucleus of the solitary tract']",951
952,682,NTSl,"Nucleus of the solitary tract, lateral part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related', 'Nucleus of the solitary tract']",952
953,691,NTSm,"Nucleus of the solitary tract, medial part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related', 'Nucleus of the solitary tract']",953
954,429,SPVC,"Spinal nucleus of the trigeminal, caudal part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related']",954
955,437,SPVI,"Spinal nucleus of the trigeminal, interpolar part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related']",955
956,445,SPVO,"Spinal nucleus of the trigeminal, oral part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related']",956
957,77,SPVOcdm,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related', 'Spinal nucleus of the trigeminal, oral part']",957
958,53,SPVOmdmd,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related', 'Spinal nucleus of the trigeminal, oral part']",958
959,61,SPVOmdmv,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related', 'Spinal nucleus of the trigeminal, oral part']",959
960,45,SPVOrdm,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related', 'Spinal nucleus of the trigeminal, oral part']",960
961,69,SPVOvl,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related', 'Spinal nucleus of the trigeminal, oral part']",961
962,589508451,Pa5,Paratrigeminal nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related']",962
963,789,z,Nucleus z,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, sensory related']",963
964,370,MY-mot,"Medulla, motor related",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla']",964
965,653,VI,Abducens nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",965
966,568,ACVI,Accessory abducens nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",966
967,661,VII,Facial motor nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",967
968,576,ACVII,Accessory facial motor nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",968
969,640,EV,Efferent vestibular nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",969
970,135,AMB,Nucleus ambiguus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",970
971,939,AMBd,"Nucleus ambiguus, dorsal division",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Nucleus ambiguus']",971
972,143,AMBv,"Nucleus ambiguus, ventral division",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Nucleus ambiguus']",972
973,839,DMX,Dorsal motor nucleus of the vagus nerve,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",973
974,887,ECO,Efferent cochlear group,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",974
975,1048,GRN,Gigantocellular reticular nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",975
976,372,ICB,Infracerebellar nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",976
977,83,IO,Inferior olivary complex,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",977
978,136,IRN,Intermediate reticular nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",978
979,106,ISN,Inferior salivatory nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",979
980,203,LIN,Linear nucleus of the medulla,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",980
981,235,LRN,Lateral reticular nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",981
982,955,LRNm,"Lateral reticular nucleus, magnocellular part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Lateral reticular nucleus']",982
983,963,LRNp,"Lateral reticular nucleus, parvicellular part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Lateral reticular nucleus']",983
984,307,MARN,Magnocellular reticular nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",984
985,395,MDRN,Medullary reticular nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",985
986,1098,MDRNd,"Medullary reticular nucleus, dorsal part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Medullary reticular nucleus']",986
987,1107,MDRNv,"Medullary reticular nucleus, ventral part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Medullary reticular nucleus']",987
988,852,PARN,Parvicellular reticular nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",988
989,859,PAS,Parasolitary nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",989
990,938,PGRN,Paragigantocellular reticular nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",990
991,970,PGRNd,"Paragigantocellular reticular nucleus, dorsal part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Paragigantocellular reticular nucleus']",991
992,978,PGRNl,"Paragigantocellular reticular nucleus, lateral part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Paragigantocellular reticular nucleus']",992
993,154,PHY,Perihypoglossal nuclei,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",993
994,161,NIS,Nucleus intercalatus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Perihypoglossal nuclei']",994
995,177,NR,Nucleus of Roller,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Perihypoglossal nuclei']",995
996,169,PRP,Nucleus prepositus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Perihypoglossal nuclei']",996
997,995,PMR,Paramedian reticular nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",997
998,1069,PPY,Parapyramidal nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",998
999,185,PPYd,"Parapyramidal nucleus, deep part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Parapyramidal nucleus']",999
1000,193,PPYs,"Parapyramidal nucleus, superficial part",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Parapyramidal nucleus']",1000
1001,701,VNC,Vestibular nuclei,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",1001
1002,209,LAV,Lateral vestibular nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Vestibular nuclei']",1002
1003,202,MV,Medial vestibular nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Vestibular nuclei']",1003
1004,225,SPIV,Spinal vestibular nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Vestibular nuclei']",1004
1005,217,SUV,Superior vestibular nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related', 'Vestibular nuclei']",1005
1006,765,x,Nucleus x,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",1006
1007,773,XII,Hypoglossal nucleus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",1007
1008,781,y,Nucleus y,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",1008
1009,76,INV,Interstitial nucleus of the vestibular nerve,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, motor related']",1009
1010,379,MY-sat,"Medulla, behavioral state related",Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla']",1010
1011,206,RM,Nucleus raphe magnus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, behavioral state related']",1011
1012,230,RPA,Nucleus raphe pallidus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, behavioral state related']",1012
1013,222,RO,Nucleus raphe obscurus,Hindbrain,,"['root', 'Basic cell groups and regions', 'Brain stem', 'Hindbrain', 'Medulla', 'Medulla, behavioral state related']",1013
1014,512,CB,Cerebellum,Other,,"['root', 'Basic cell groups and regions']",1014
1015,528,CBX,Cerebellar cortex,Other,,"['root', 'Basic cell groups and regions', 'Cerebellum']",1015
1016,1144,CBXmo,"Cerebellar cortex, molecular layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex']",1016
1017,1145,CBXpu,"Cerebellar cortex, Purkinje layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex']",1017
1018,1143,CBXgr,"Cerebellar cortex, granular layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex']",1018
1019,645,VERM,Vermal regions,Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex']",1019
1020,912,LING,Lingula (I),Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions']",1020
1021,10707,LINGmo,"Lingula (I), molecular layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Lingula (I)']",1021
1022,10706,LINGpu,"Lingula (I), Purkinje layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Lingula (I)']",1022
1023,10705,LINGgr,"Lingula (I), granular layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Lingula (I)']",1023
1024,920,CENT,Central lobule,Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions']",1024
1025,976,CENT2,Lobule II,Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Central lobule']",1025
1026,10710,CENT2mo,"Lobule II, molecular layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Central lobule', 'Lobule II']",1026
1027,10709,CENT2pu,"Lobule II, Purkinje layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Central lobule', 'Lobule II']",1027
1028,10708,CENT2gr,"Lobule II, granular layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Central lobule', 'Lobule II']",1028
1029,984,CENT3,Lobule III,Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Central lobule']",1029
1030,10713,CENT3mo,"Lobule III, molecular layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Central lobule', 'Lobule III']",1030
1031,10712,CENT3pu,"Lobule III, Purkinje layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Central lobule', 'Lobule III']",1031
1032,10711,CENT3gr,"Lobule III, granular layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Central lobule', 'Lobule III']",1032
1033,928,CUL,Culmen,Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions']",1033
1034,992,CUL4,Lobule IV,Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Culmen']",1034
1035,10716,CUL4mo,"Lobule IV, molecular layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Culmen', 'Lobule IV']",1035
1036,10715,CUL4pu,"Lobule IV, Purkinje layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Culmen', 'Lobule IV']",1036
1037,10714,CUL4gr,"Lobule IV, granular layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Culmen', 'Lobule IV']",1037
1038,1001,CUL5,Lobule V,Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Culmen']",1038
1039,10719,CUL5mo,"Lobule V, molecular layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Culmen', 'Lobule V']",1039
1040,10718,CUL5pu,"Lobule V, Purkinje layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Culmen', 'Lobule V']",1040
1041,10717,CUL5gr,"Lobule V, granular layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Culmen', 'Lobule V']",1041
1042,1091,"CUL4, 5",Lobules IV-V,Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Culmen']",1042
1043,10722,"CUL4, 5mo","Lobules IV-V, molecular layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Culmen', 'Lobules IV-V']",1043
1044,10721,"CUL4, 5pu","Lobules IV-V, Purkinje layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Culmen', 'Lobules IV-V']",1044
1045,10720,"CUL4, 5gr","Lobules IV-V, granular layer",Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions', 'Culmen', 'Lobules IV-V']",1045
1046,936,DEC,Declive (VI),Cerebellar cortex,,"['root', 'Basic cell groups and regions', 'Cerebellum', 'Cerebellar cortex', 'Vermal regions']",1046
